Date and time,Mode,Distance,Duration,Price
2022-02-22 08:08,Bus,1.6,0.06,2.0
2022-03-30 18:57,Bus,2.7,0.1,2.0
2022-05-09 08:58,Bus,1.6,0.07,2.0
2022-07-02 19:06,Bus,4.0,0.14,2.0
2022-01-15 10:09,Bus,4.0,0.15,2.0
2022-01-13 09:53,Bus,1.8,0.07,2.0
2022-01-13 15:46,Bus,5.7,0.27,2.0
2022-09-16 21:04,Bus,4.6,0.18,2.0
2022-10-10 20:50,Bus,1.7,0.06,2.0
2022-09-09 20:28,Bus,4.3,0.24,2.0
2022-11-28 09:16,Bus,3.0,0.11,2.0
2022-09-19 08:50,Bus,7.8,0.35,2.0
2022-12-30 10:45,Bus,11.8,0.44,2.0
2022-05-19 07:16,Bus,3.8,0.15,2.0
2022-09-17 16:34,Bus,6.1,0.19,2.0
2022-02-15 13:23,Bus,4.1,0.17,2.0
2022-09-30 08:36,Bus,3.6,0.2,2.0
2022-12-11 16:16,Bus,2.4,0.12,2.0
2022-04-12 19:56,Bus,8.4,0.33,2.0
2022-12-25 22:03,Bus,6.3,0.3,2.0
2022-02-03 22:14,Bus,3.4,0.13,2.0
2022-09-02 22:15,Bus,1.6,0.06,2.0
2022-07-13 19:24,Bus,9.7,0.61,2.0
2022-06-09 17:32,Bus,12.8,0.65,2.0
2022-08-22 18:29,Bus,5.6,0.26,2.0
2022-08-29 19:22,Bus,3.9,0.15,2.0
2022-05-31 11:08,Bus,4.1,0.18,2.0
2022-09-05 14:44,Bus,6.8,0.2,2.0
2022-12-23 15:32,Bus,1.8,0.07,2.0
2022-04-16 16:17,Bus,3.9,0.24,2.0
2022-07-27 12:46,Bus,5.3,0.34,2.0
2022-02-23 10:28,Bus,2.1,0.08,2.0
2022-12-15 22:15,Bus,4.2,0.18,2.0
2022-10-09 17:47,Bus,2.6,0.13,2.0
2022-08-29 08:52,Bus,4.3,0.25,2.0
2022-02-15 12:32,Bus,1.9,0.1,2.0
2022-02-25 15:02,Bus,4.0,0.17,2.0
2022-02-10 15:54,Bus,9.0,0.3,2.0
2022-08-15 18:59,Bus,5.0,0.2,2.0
2022-06-24 19:33,Bus,2.1,0.09,2.0
2022-12-27 10:23,Bus,2.1,0.09,2.0
2022-11-14 10:42,Bus,4.1,0.2,2.0
2022-05-12 17:32,Bus,4.4,0.18,2.0
2022-06-14 16:23,Bus,3.5,0.16,2.0
2022-09-05 20:02,Bus,1.4,0.05,2.0
2022-01-02 14:54,Bus,4.8,0.18,2.0
2022-05-24 20:44,Bus,1.3,0.05,2.0
2022-07-29 18:35,Bus,0.9,0.04,2.0
2022-10-06 19:35,Bus,8.9,0.35,2.0
2022-11-16 14:10,Bus,4.6,0.18,2.0
2022-01-21 10:24,Bus,6.5,0.2,2.0
2022-12-05 16:20,Bus,3.3,0.1,2.0
2022-08-03 10:53,Bus,2.3,0.09,2.0
2022-07-23 18:28,Bus,4.6,0.25,2.0
2022-09-17 15:36,Bus,3.3,0.13,2.0
2022-10-31 10:07,Bus,5.9,0.22,2.0
2022-10-03 20:03,Bus,3.1,0.11,2.0
2022-09-25 11:10,Bus,4.4,0.15,2.0
2022-11-28 10:49,Bus,4.2,0.17,2.0
2022-11-24 13:58,Bus,2.9,0.12,2.0
2022-06-04 13:30,Bus,4.1,0.14,2.0
2022-09-09 19:44,Bus,6.3,0.28,2.0
2022-01-31 22:35,Bus,2.3,0.08,2.0
2022-09-19 19:17,Bus,1.8,0.06,2.0
2022-01-04 17:10,Bus,7.3,0.36,2.0
2022-11-10 14:21,Bus,3.7,0.13,2.0
2022-06-29 08:09,Bus,2.1,0.09,2.0
2022-05-06 19:54,Bus,7.4,0.25,2.0
2022-11-30 12:00,Bus,5.5,0.27,2.0
2022-12-09 22:19,Bus,4.1,0.2,2.0
2022-06-18 19:14,Bus,1.8,0.08,2.0
2022-02-14 18:47,Bus,11.5,0.51,2.0
2022-06-01 16:30,Bus,10.6,0.55,2.0
2022-12-07 23:07,Bus,0.8,0.03,2.0
2022-08-05 10:00,Bus,4.8,0.2,2.0
2022-04-15 09:27,Bus,2.8,0.16,2.0
2022-04-11 07:25,Bus,6.5,0.23,2.0
2022-09-16 12:20,Bus,3.3,0.11,2.0
2022-05-14 14:43,Bus,2.7,0.09,2.0
2022-05-06 20:05,Bus,4.8,0.16,2.0
2022-11-14 10:48,Bus,2.6,0.11,2.0
2022-03-04 17:04,Bus,6.3,0.24,2.0
2022-01-05 15:56,Bus,6.7,0.27,2.0
2022-12-16 20:18,Bus,3.5,0.13,2.0
2022-05-07 14:56,Bus,5.9,0.21,2.0
2022-11-10 10:49,Bus,2.3,0.08,2.0
2022-06-16 16:25,Bus,2.8,0.1,2.0
2022-08-22 10:43,Bus,4.4,0.16,2.0
2022-04-28 19:23,Bus,1.6,0.05,2.0
2022-10-06 20:56,Bus,3.2,0.12,2.0
2022-03-30 18:09,Bus,2.3,0.1,2.0
2022-01-04 21:43,Bus,3.3,0.13,2.0
2022-05-17 17:45,Bus,8.6,0.42,2.0
2022-10-14 15:46,Bus,4.6,0.14,2.0
2022-09-13 20:56,Bus,1.6,0.08,2.0
2022-04-16 16:33,Bus,2.5,0.1,2.0
2022-05-29 18:01,Bus,4.2,0.12,2.0
2022-09-02 20:56,Bus,3.6,0.13,2.0
2022-11-14 15:27,Bus,2.7,0.09,2.0
2022-08-14 06:13,Bus,2.1,0.1,2.0
2022-12-16 09:16,Bus,3.2,0.12,2.0
2022-02-18 10:17,Bus,14.9,0.44,2.0
2022-09-23 18:24,Bus,6.5,0.27,2.0
2022-07-04 15:17,Bus,9.1,0.37,2.0
2022-12-28 17:34,Bus,7.4,0.35,2.0
2022-09-13 19:10,Bus,3.4,0.12,2.0
2022-11-08 10:52,Bus,2.8,0.12,2.0
2022-07-27 18:31,Bus,3.1,0.1,2.0
2022-04-29 20:00,Bus,3.0,0.1,2.0
2022-03-22 08:26,Bus,2.9,0.13,2.0
2022-12-12 13:25,Bus,4.7,0.18,2.0
2022-09-03 20:29,Bus,1.8,0.06,2.0
2022-04-29 15:28,Bus,9.7,0.36,2.0
2022-06-21 08:04,Bus,6.6,0.37,2.0
2022-01-29 14:31,Bus,3.7,0.16,2.0
2022-08-08 07:17,Bus,3.8,0.18,2.0
2022-12-04 20:49,Bus,7.4,0.28,2.0
2022-08-23 18:46,Bus,4.2,0.16,2.0
2022-11-22 10:15,Bus,3.4,0.11,2.0
2022-06-30 16:58,Bus,3.9,0.18,2.0
2022-09-08 21:43,Bus,4.3,0.18,2.0
2022-09-03 10:14,Bus,4.0,0.13,2.0
2022-06-03 21:18,Bus,1.8,0.07,2.0
2022-05-30 11:21,Bus,2.3,0.09,2.0
2022-12-20 12:41,Bus,6.6,0.26,2.0
2022-08-19 08:54,Bus,3.6,0.15,2.0
2022-07-15 11:22,Bus,2.6,0.11,2.0
2022-03-08 09:04,Bus,1.3,0.06,2.0
2022-01-10 10:43,Bus,1.2,0.05,2.0
2022-05-28 18:31,Bus,0.9,0.03,2.0
2022-02-27 11:40,Bus,6.0,0.2,2.0
2022-12-29 11:49,Bus,7.2,0.25,2.0
2022-07-16 15:15,Bus,1.2,0.05,2.0
2022-02-12 16:36,Bus,6.1,0.35,2.0
2022-11-05 13:14,Bus,8.8,0.33,2.0
2022-01-06 16:26,Bus,3.2,0.13,2.0
2022-12-08 19:38,Bus,2.9,0.15,2.0
2022-11-10 19:27,Bus,2.1,0.07,2.0
2022-06-13 17:37,Bus,2.8,0.14,2.0
2022-10-29 20:45,Bus,1.6,0.06,2.0
2022-01-13 09:49,Bus,2.5,0.07,2.0
2022-09-09 08:06,Bus,7.3,0.45,2.0
2022-11-21 18:53,Bus,3.3,0.1,2.0
2022-10-05 08:17,Bus,4.9,0.21,2.0
2022-03-11 23:06,Bus,1.7,0.08,2.0
2022-12-29 09:04,Bus,7.8,0.36,2.0
2022-10-14 11:58,Bus,2.6,0.08,2.0
2022-06-29 20:39,Bus,4.8,0.18,2.0
2022-01-30 10:54,Bus,2.1,0.08,2.0
2022-03-21 21:08,Bus,4.3,0.18,2.0
2022-07-04 19:01,Bus,6.6,0.26,2.0
2022-07-23 19:17,Bus,4.1,0.22,2.0
2022-09-19 21:00,Bus,1.9,0.06,2.0
2022-06-30 16:07,Bus,4.5,0.27,2.0
2022-10-08 20:30,Bus,3.7,0.14,2.0
2022-09-15 16:52,Bus,1.9,0.07,2.0
2022-12-16 08:28,Bus,3.9,0.19,2.0
2022-07-23 21:49,Bus,2.1,0.07,2.0
2022-09-02 20:40,Bus,2.8,0.09,2.0
2022-12-13 17:45,Bus,2.1,0.12,2.0
2022-01-24 15:04,Bus,5.0,0.25,2.0
2022-06-10 11:48,Bus,4.0,0.16,2.0
2022-12-31 21:17,Bus,5.0,0.17,2.0
2022-03-02 09:27,Bus,2.8,0.1,2.0
2022-12-02 15:44,Bus,11.5,0.4,2.0
2022-05-24 16:17,Bus,8.5,0.41,2.0
2022-01-29 20:53,Bus,4.2,0.22,2.0
2022-12-30 22:11,Bus,1.9,0.06,2.0
2022-05-11 10:53,Bus,5.1,0.2,2.0
2022-08-10 11:30,Bus,2.2,0.11,2.0
2022-03-18 20:06,Bus,2.8,0.11,2.0
2022-08-22 08:10,Bus,4.0,0.16,2.0
2022-07-06 16:13,Bus,2.4,0.11,2.0
2022-09-02 08:53,Bus,9.8,0.53,2.0
2022-02-09 20:28,Bus,8.2,0.43,2.0
2022-03-09 09:50,Bus,4.9,0.21,2.0
2022-12-25 09:45,Bus,2.0,0.07,2.0
2022-09-24 09:05,Bus,4.4,0.21,2.0
2022-09-06 17:47,Bus,12.9,0.42,2.0
2022-01-13 07:35,Bus,10.4,0.39,2.0
2022-01-15 14:44,Bus,6.4,0.27,2.0
2022-02-15 17:40,Bus,1.5,0.07,2.0
2022-08-30 18:25,Bus,3.4,0.2,2.0
2022-09-03 19:03,Bus,9.1,0.44,2.0
2022-08-17 21:18,Bus,1.2,0.04,2.0
2022-03-27 17:24,Bus,5.1,0.17,2.0
2022-05-04 13:59,Bus,9.9,0.26,2.0
2022-10-01 11:41,Bus,2.2,0.09,2.0
2022-04-24 14:47,Bus,2.6,0.11,2.0
2022-04-13 09:33,Bus,1.2,0.04,2.0
2022-03-24 09:12,Bus,7.6,0.32,2.0
2022-11-29 09:33,Bus,12.9,0.48,2.0
2022-09-01 20:27,Bus,5.9,0.2,2.0
2022-12-31 20:06,Bus,6.0,0.2,2.0
2022-04-06 18:04,Bus,6.2,0.24,2.0
2022-11-07 09:07,Bus,4.9,0.24,2.0
2022-03-27 17:03,Bus,8.4,0.36,2.0
2022-04-26 17:14,Bus,2.6,0.13,2.0
2022-03-09 16:57,Bus,2.6,0.09,2.0
2022-10-04 20:46,Bus,5.9,0.26,2.0
2022-05-11 14:29,Bus,9.9,0.43,2.0
2022-12-19 17:46,Bus,4.3,0.19,2.0
2022-11-19 09:36,Bus,5.7,0.2,2.0
2022-06-29 11:39,Bus,9.7,0.37,2.0
2022-07-20 17:27,Bus,6.3,0.41,2.0
2022-11-19 12:49,Bus,0.9,0.04,2.0
2022-01-10 17:20,Bus,5.2,0.21,2.0
2022-12-22 18:05,Bus,9.6,0.43,2.0
2022-08-08 09:46,Bus,2.1,0.08,2.0
2022-07-22 21:53,Bus,5.2,0.37,2.0
2022-06-11 14:54,Bus,1.3,0.04,2.0
2022-05-07 19:21,Bus,5.6,0.42,2.0
2022-09-18 06:34,Bus,4.8,0.19,2.0
2022-01-05 18:38,Bus,2.9,0.1,2.0
2022-12-29 10:14,Bus,5.2,0.2,2.0
2022-06-07 13:04,Bus,2.1,0.08,2.0
2022-03-10 19:00,Bus,4.6,0.16,2.0
2022-05-27 16:44,Bus,4.5,0.17,2.0
2022-05-08 19:27,Bus,8.6,0.33,2.0
2022-12-16 11:39,Bus,7.0,0.36,2.0
2022-10-11 20:05,Bus,1.3,0.05,2.0
2022-03-08 14:08,Bus,2.4,0.09,2.0
2022-06-25 18:25,Bus,7.9,0.4,2.0
2022-04-08 10:35,Bus,6.7,0.23,2.0
2022-09-09 07:15,Bus,2.9,0.12,2.0
2022-12-20 13:34,Bus,4.3,0.17,2.0
2022-07-28 08:08,Bus,9.7,0.46,2.0
2022-03-14 18:12,Bus,4.7,0.19,2.0
2022-10-13 09:47,Bus,2.0,0.08,2.0
2022-10-11 08:39,Bus,2.3,0.1,2.0
2022-06-20 19:19,Bus,5.6,0.17,2.0
2022-10-28 20:58,Bus,4.4,0.17,2.0
2022-07-05 19:45,Bus,4.2,0.19,2.0
2022-04-18 21:39,Bus,4.6,0.18,2.0
2022-03-17 08:46,Bus,5.9,0.22,2.0
2022-02-23 18:05,Bus,3.7,0.14,2.0
2022-03-26 12:33,Bus,4.1,0.21,2.0
2022-05-12 08:59,Bus,3.2,0.14,2.0
2022-12-21 17:43,Bus,6.3,0.3,2.0
2022-09-29 20:22,Bus,4.2,0.17,2.0
2022-09-28 12:16,Bus,7.6,0.3,2.0
2022-10-19 08:45,Bus,1.5,0.06,2.0
2022-08-10 23:09,Bus,1.2,0.04,2.0
2022-02-15 20:13,Bus,2.6,0.09,2.0
2022-12-21 11:31,Bus,6.2,0.24,2.0
2022-12-25 16:57,Bus,1.4,0.07,2.0
2022-03-19 20:42,Bus,2.6,0.15,2.0
2022-04-26 15:42,Bus,2.4,0.1,2.0
2022-10-25 20:27,Bus,2.4,0.09,2.0
2022-01-31 15:38,Bus,6.4,0.21,2.0
2022-06-15 19:45,Bus,1.8,0.07,2.0
2022-11-22 17:17,Bus,2.5,0.11,2.0
2022-04-03 08:22,Bus,7.9,0.32,2.0
2022-06-21 22:39,Bus,3.0,0.12,2.0
2022-11-29 17:02,Bus,2.0,0.09,2.0
2022-07-23 21:04,Bus,3.8,0.18,2.0
2022-05-01 14:15,Bus,6.3,0.23,2.0
2022-06-10 09:59,Bus,1.5,0.05,2.0
2022-06-20 21:53,Bus,1.0,0.04,2.0
2022-08-01 23:21,Bus,10.7,0.4,2.0
2022-10-25 11:51,Bus,4.2,0.17,2.0
2022-03-07 16:19,Bus,9.2,0.42,2.0
2022-03-08 14:05,Bus,1.9,0.1,2.0
2022-02-05 18:44,Bus,8.5,0.37,2.0
2022-01-07 07:50,Bus,4.4,0.22,2.0
2022-10-04 11:00,Bus,6.6,0.32,2.0
2022-06-03 17:58,Bus,12.5,0.38,2.0
2022-05-08 21:03,Bus,20.3,0.98,2.0
2022-11-30 07:23,Bus,10.4,0.38,2.0
2022-08-08 21:34,Bus,7.1,0.26,2.0
2022-08-30 10:22,Bus,3.1,0.1,2.0
2022-06-05 10:09,Bus,2.2,0.08,2.0
2022-08-30 19:04,Bus,1.2,0.06,2.0
2022-06-10 07:11,Bus,2.6,0.09,2.0
2022-08-20 19:02,Bus,3.6,0.17,2.0
2022-03-21 11:18,Bus,7.4,0.32,2.0
2022-12-01 07:28,Bus,5.0,0.19,2.0
2022-03-07 08:50,Bus,1.9,0.08,2.0
2022-04-24 11:22,Bus,6.9,0.23,2.0
2022-10-29 16:06,Bus,1.4,0.05,2.0
2022-05-20 08:45,Bus,1.9,0.09,2.0
2022-10-18 18:05,Bus,9.0,0.44,2.0
2022-01-16 15:20,Bus,0.9,0.04,2.0
2022-02-07 19:28,Bus,7.7,0.26,2.0
2022-11-07 15:05,Bus,1.2,0.05,2.0
2022-10-17 16:23,Bus,2.2,0.07,2.0
2022-09-08 07:37,Bus,12.8,0.65,2.0
2022-06-17 19:46,Bus,6.2,0.22,2.0
2022-08-16 21:38,Bus,2.8,0.11,2.0
2022-04-15 19:17,Bus,1.9,0.08,2.0
2022-02-18 23:27,Bus,7.0,0.22,2.0
2022-05-29 16:43,Bus,2.2,0.1,2.0
2022-01-07 17:11,Bus,4.5,0.21,2.0
2022-01-07 21:54,Bus,3.9,0.17,2.0
2022-08-08 11:47,Bus,3.1,0.14,2.0
2022-01-26 13:58,Bus,6.2,0.35,2.0
2022-07-08 23:25,Bus,3.0,0.13,2.0
2022-11-16 10:31,Bus,6.4,0.23,2.0
2022-11-27 20:04,Bus,2.0,0.08,2.0
2022-03-31 09:02,Bus,5.4,0.28,2.0
2022-04-09 12:25,Bus,5.2,0.19,2.0
2022-07-19 14:03,Bus,6.5,0.36,2.0
2022-01-22 16:40,Bus,3.0,0.12,2.0
2022-06-17 22:37,Bus,5.2,0.24,2.0
2022-02-08 09:54,Bus,4.4,0.18,2.0
2022-08-09 09:41,Bus,2.6,0.1,2.0
2022-11-09 09:40,Bus,6.2,0.19,2.0
2022-06-17 18:09,Bus,6.2,0.22,2.0
2022-12-05 16:55,Bus,4.3,0.21,2.0
2022-08-09 18:31,Bus,1.9,0.07,2.0
2022-06-25 11:11,Bus,0.8,0.03,2.0
2022-04-15 18:00,Bus,2.9,0.14,2.0
2022-01-23 11:00,Bus,2.8,0.1,2.0
2022-12-28 19:12,Bus,5.6,0.26,2.0
2022-04-21 11:02,Bus,3.7,0.16,2.0
2022-04-27 09:24,Bus,0.8,0.04,2.0
2022-01-15 22:52,Bus,3.4,0.11,2.0
2022-10-31 18:38,Bus,3.6,0.16,2.0
2022-05-12 11:18,Bus,1.1,0.04,2.0
2022-12-06 19:30,Bus,2.8,0.12,2.0
2022-01-18 18:53,Bus,2.3,0.08,2.0
2022-01-25 19:25,Bus,10.5,0.47,2.0
2022-11-28 10:15,Bus,1.3,0.06,2.0
2022-01-21 19:37,Bus,3.5,0.15,2.0
2022-03-05 09:40,Bus,6.0,0.22,2.0
2022-05-14 17:09,Bus,3.7,0.11,2.0
2022-05-28 16:28,Bus,6.4,0.22,2.0
2022-12-09 09:21,Bus,10.3,0.43,2.0
2022-06-06 19:30,Bus,9.1,0.38,2.0
2022-01-19 08:47,Bus,1.6,0.08,2.0
2022-05-14 22:40,Bus,7.1,0.34,2.0
2022-05-28 22:17,Bus,4.6,0.17,2.0
2022-10-19 18:17,Bus,10.4,0.39,2.0
2022-06-20 13:43,Bus,7.0,0.32,2.0
2022-07-12 20:21,Bus,4.5,0.17,2.0
2022-02-07 17:48,Bus,2.8,0.17,2.0
2022-12-01 09:12,Bus,1.0,0.03,2.0
2022-10-30 07:25,Bus,3.3,0.19,2.0
2022-11-01 20:46,Bus,3.6,0.14,2.0
2022-06-18 16:16,Bus,1.6,0.07,2.0
2022-03-19 14:39,Bus,4.0,0.19,2.0
2022-08-14 14:04,Bus,2.2,0.07,2.0
2022-11-21 11:28,Bus,5.2,0.21,2.0
2022-12-09 20:42,Bus,1.0,0.03,2.0
2022-08-02 08:34,Bus,6.1,0.29,2.0
2022-10-17 09:25,Bus,6.4,0.22,2.0
2022-05-27 22:24,Bus,2.3,0.09,2.0
2022-02-03 20:20,Bus,5.1,0.17,2.0
2022-05-02 19:42,Bus,2.5,0.11,2.0
2022-04-01 21:48,Bus,21.6,0.79,2.0
2022-06-17 22:24,Bus,3.3,0.17,2.0
2022-07-18 14:34,Bus,1.8,0.07,2.0
2022-05-13 10:10,Bus,1.6,0.06,2.0
2022-04-16 07:38,Bus,1.4,0.08,2.0
2022-09-12 17:48,Bus,2.1,0.1,2.0
2022-10-31 09:43,Bus,5.9,0.2,2.0
2022-10-08 17:27,Bus,2.9,0.13,2.0
2022-08-06 18:57,Bus,3.1,0.12,2.0
2022-01-25 20:38,Bus,2.6,0.1,2.0
2022-01-11 15:37,Bus,7.0,0.29,2.0
2022-10-29 17:41,Bus,1.1,0.05,2.0
2022-11-04 20:52,Bus,1.0,0.04,2.0
2022-10-19 17:24,Bus,4.7,0.22,2.0
2022-11-16 07:00,Bus,6.1,0.22,2.0
2022-03-05 19:23,Bus,5.9,0.22,2.0
2022-01-08 10:39,Bus,3.5,0.13,2.0
2022-12-24 21:00,Bus,2.0,0.07,2.0
2022-08-16 19:30,Bus,2.0,0.08,2.0
2022-09-11 15:37,Bus,5.1,0.2,2.0
2022-09-04 15:36,Bus,1.1,0.05,2.0
2022-12-03 20:25,Bus,9.0,0.32,2.0
2022-08-23 15:59,Bus,10.7,0.5,2.0
2022-04-14 10:40,Bus,2.2,0.11,2.0
2022-10-17 22:37,Bus,3.5,0.14,2.0
2022-08-29 08:08,Bus,4.0,0.21,2.0
2022-04-06 08:48,Bus,5.3,0.23,2.0
2022-04-23 20:35,Bus,5.5,0.19,2.0
2022-11-30 19:37,Bus,5.4,0.2,2.0
2022-06-30 21:20,Bus,5.9,0.25,2.0
2022-05-27 09:26,Bus,3.5,0.14,2.0
2022-08-24 09:58,Bus,3.1,0.19,2.0
2022-03-11 07:50,Bus,8.6,0.48,2.0
2022-07-18 19:15,Bus,7.7,0.29,2.0
2022-03-22 10:16,Bus,1.7,0.06,2.0
2022-08-16 17:21,Bus,1.7,0.07,2.0
2022-04-30 16:15,Bus,0.8,0.03,2.0
2022-02-11 21:33,Bus,9.5,0.33,2.0
2022-11-28 20:03,Bus,3.6,0.16,2.0
2022-01-23 07:16,Bus,5.0,0.18,2.0
2022-06-23 18:54,Bus,7.4,0.28,2.0
2022-04-25 10:44,Bus,2.5,0.09,2.0
2022-09-05 09:41,Bus,7.3,0.28,2.0
2022-04-06 17:08,Bus,9.8,0.4,2.0
2022-10-11 19:41,Bus,11.2,0.52,2.0
2022-05-30 18:58,Bus,1.9,0.09,2.0
2022-11-11 22:37,Bus,4.3,0.21,2.0
2022-07-03 20:47,Bus,3.9,0.16,2.0
2022-08-31 21:01,Bus,7.0,0.29,2.0
2022-03-09 09:06,Bus,7.7,0.36,2.0
2022-04-04 17:02,Bus,7.3,0.25,2.0
2022-02-01 09:52,Bus,6.6,0.24,2.0
2022-06-27 10:01,Bus,7.4,0.24,2.0
2022-07-25 12:12,Bus,1.8,0.09,2.0
2022-02-15 08:57,Bus,3.2,0.12,2.0
2022-02-10 20:15,Bus,1.5,0.06,2.0
2022-10-02 18:44,Bus,7.3,0.26,2.0
2022-05-19 20:02,Bus,2.7,0.1,2.0
2022-04-30 09:35,Bus,3.3,0.11,2.0
2022-06-03 21:08,Bus,2.0,0.07,2.0
2022-07-03 14:23,Bus,1.6,0.09,2.0
2022-03-13 12:01,Bus,3.9,0.17,2.0
2022-12-23 20:51,Bus,1.7,0.06,2.0
2022-03-11 09:08,Bus,3.1,0.1,2.0
2022-09-07 19:11,Bus,1.7,0.08,2.0
2022-10-07 09:58,Bus,4.1,0.16,2.0
2022-07-26 07:51,Bus,10.8,0.62,2.0
2022-01-05 09:52,Bus,4.5,0.17,2.0
2022-03-28 20:20,Bus,5.5,0.21,2.0
2022-01-31 12:37,Bus,1.5,0.06,2.0
2022-11-17 10:37,Bus,2.5,0.09,2.0
2022-05-24 19:33,Bus,4.1,0.15,2.0
2022-01-03 18:09,Bus,2.8,0.1,2.0
2022-06-08 09:31,Bus,7.3,0.3,2.0
2022-11-17 17:38,Bus,5.1,0.2,2.0
2022-01-08 11:30,Bus,3.1,0.16,2.0
2022-03-12 08:34,Bus,4.0,0.17,2.0
2022-01-19 08:38,Bus,5.8,0.28,2.0
2022-11-14 15:37,Bus,5.6,0.23,2.0
2022-09-17 22:08,Bus,4.4,0.27,2.0
2022-06-09 11:21,Bus,3.4,0.1,2.0
2022-06-22 09:15,Bus,5.6,0.24,2.0
2022-12-26 17:31,Bus,1.9,0.07,2.0
2022-10-07 18:54,Bus,1.0,0.04,2.0
2022-02-08 10:42,Bus,6.0,0.3,2.0
2022-01-10 17:31,Bus,3.3,0.13,2.0
2022-06-06 20:27,Bus,2.2,0.1,2.0
2022-11-14 11:48,Bus,7.6,0.27,2.0
2022-03-26 09:42,Bus,6.5,0.25,2.0
2022-12-07 17:59,Bus,6.3,0.25,2.0
2022-05-05 08:07,Bus,11.3,0.49,2.0
2022-01-03 20:22,Bus,8.4,0.27,2.0
2022-04-03 15:02,Bus,3.6,0.15,2.0
2022-05-31 10:21,Bus,4.4,0.14,2.0
2022-01-18 18:26,Bus,5.7,0.23,2.0
2022-10-20 21:54,Bus,1.1,0.05,2.0
2022-02-28 09:39,Bus,6.0,0.27,2.0
2022-09-12 20:16,Bus,1.3,0.05,2.0
2022-10-23 12:16,Bus,6.3,0.23,2.0
2022-05-09 19:49,Bus,2.3,0.11,2.0
2022-12-30 07:57,Bus,2.4,0.08,2.0
2022-06-22 09:27,Bus,9.7,0.43,2.0
2022-09-02 10:58,Bus,4.6,0.16,2.0
2022-07-15 19:32,Bus,3.7,0.17,2.0
2022-01-05 10:20,Bus,4.9,0.17,2.0
2022-03-12 11:30,Bus,1.5,0.07,2.0
2022-12-06 21:17,Bus,4.9,0.17,2.0
2022-12-23 20:39,Bus,2.4,0.1,2.0
2022-06-25 17:32,Bus,6.7,0.28,2.0
2022-12-17 13:48,Bus,4.5,0.16,2.0
2022-09-16 20:05,Bus,2.4,0.09,2.0
2022-12-09 18:24,Bus,0.9,0.03,2.0
2022-01-29 08:40,Bus,6.2,0.27,2.0
2022-10-02 11:14,Bus,5.6,0.2,2.0
2022-11-08 21:33,Bus,11.2,0.5,2.0
2022-08-16 08:54,Bus,10.2,0.71,2.0
2022-03-21 07:01,Bus,4.9,0.22,2.0
2022-11-16 20:52,Bus,1.4,0.05,2.0
2022-06-29 07:19,Bus,4.0,0.14,2.0
2022-12-18 12:04,Bus,13.7,0.45,2.0
2022-06-12 14:03,Bus,5.1,0.25,2.0
2022-06-27 15:27,Bus,2.9,0.13,2.0
2022-02-19 17:43,Bus,5.1,0.18,2.0
2022-03-27 17:47,Bus,2.8,0.11,2.0
2022-10-21 08:35,Bus,0.9,0.04,2.0
2022-12-07 21:21,Bus,6.1,0.23,2.0
2022-05-13 19:22,Bus,10.4,0.46,2.0
2022-06-04 22:18,Bus,3.2,0.13,2.0
2022-04-02 12:16,Bus,3.3,0.12,2.0
2022-02-24 07:04,Bus,7.7,0.41,2.0
2022-05-27 21:35,Bus,8.8,0.42,2.0
2022-05-05 08:51,Bus,2.1,0.11,2.0
2022-02-16 18:45,Bus,4.3,0.14,2.0
2022-04-05 09:14,Bus,0.9,0.04,2.0
2022-06-17 18:11,Bus,2.9,0.1,2.0
2022-09-13 12:33,Bus,3.9,0.14,2.0
2022-11-28 10:59,Bus,5.6,0.24,2.0
2022-08-16 16:12,Bus,9.7,0.43,2.0
2022-08-17 11:14,Bus,1.9,0.08,2.0
2022-08-18 22:15,Bus,18.3,0.67,2.0
2022-11-11 16:28,Bus,10.9,0.49,2.0
2022-03-13 08:13,Bus,3.8,0.15,2.0
2022-09-05 20:00,Bus,1.7,0.07,2.0
2022-07-08 20:23,Bus,4.0,0.13,2.0
2022-12-17 17:47,Bus,4.2,0.19,2.0
2022-01-24 08:53,Bus,4.0,0.14,2.0
2022-03-15 17:58,Bus,3.7,0.15,2.0
2022-12-11 11:31,Bus,2.2,0.08,2.0
2022-08-24 20:15,Bus,2.7,0.1,2.0
2022-12-07 08:05,Bus,6.3,0.3,2.0
2022-04-24 20:29,Bus,3.7,0.12,2.0
2022-12-29 12:36,Bus,2.6,0.11,2.0
2022-10-15 11:50,Bus,9.0,0.37,2.0
2022-01-06 18:25,Bus,3.6,0.11,2.0
2022-07-19 14:41,Bus,7.0,0.33,2.0
2022-08-20 21:08,Bus,2.5,0.1,2.0
2022-05-17 19:16,Bus,9.3,0.43,2.0
2022-03-20 07:46,Bus,4.3,0.2,2.0
2022-02-03 17:00,Bus,1.9,0.06,2.0
2022-09-16 23:19,Bus,5.7,0.22,2.0
2022-01-07 20:59,Bus,3.9,0.15,2.0
2022-03-15 16:14,Bus,6.7,0.23,2.0
2022-09-07 10:18,Bus,6.9,0.29,2.0
2022-11-24 19:15,Bus,4.7,0.19,2.0
2022-07-15 12:59,Bus,7.1,0.24,2.0
2022-12-14 19:35,Bus,6.2,0.27,2.0
2022-12-26 18:34,Bus,9.3,0.31,2.0
2022-01-06 17:36,Bus,3.6,0.13,2.0
